path,target_layer,inbound_refs,outbound_refs,cross_layer_violations
"types/analytics-cohort.ts","seed",6,1,0
"types/analytics-realtime.ts","seed",2,0,0
"types/analytics-revenue.ts","seed",5,1,0
"types/analytics-tier.ts","seed",2,1,0
"types/audit-log.ts","seed",0,1,0
"types/health.ts","seed",3,0,0
"types/index.ts","seed",127,0,0
"types/raas.ts","seed",3,0,0
"types/user.ts","seed",1,0,0
"utils/encryption.test.ts","seed",0,1,0
"utils/encryption.ts","seed",3,0,0
"worker/index.ts","seed",4,6,1
"worker/worker-handlers.ts","seed",1,8,3
"__tests__/handover/api-key-d1-store.test.ts","AMBIGUOUS",0,1,0
"__tests__/handover/incident-state-machine.test.ts","AMBIGUOUS",0,1,0
"__tests__/handover/lifecycle-email-rules.test.ts","AMBIGUOUS",0,1,0
"__tests__/handover/render-email.test.ts","AMBIGUOUS",0,1,0
"app/[locale]/error.tsx","land",0,1,0
"app/[locale]/layout.tsx","land",0,8,0
"app/[locale]/loading.tsx","land",0,1,0
"app/[locale]/not-found.tsx","land",0,1,0
"app/[locale]/page.tsx","land",0,4,0
"app/[locale]/twitter-image.tsx","land",0,0,0
"app/actions/admin.ts","forest",1,2,0
"app/actions/agent-task.ts","forest",1,6,0
"app/actions/automation.test.ts","forest",0,3,0
"app/actions/automation.ts","forest",2,5,0
"app/actions/campaign-export-actions.ts","forest",1,4,0
"app/actions/campaigns-retry-resume.ts","forest",1,3,0
"app/actions/campaigns-tier-integration.test.ts","forest",0,4,0
"app/actions/campaigns.ts","forest",3,8,1
"app/actions/settings.test.ts","forest",0,4,0
"app/actions/settings.ts","forest",3,5,0
"app/actions/templates-tier-integration.test.ts","forest",0,2,0
"app/actions/templates.ts","forest",1,2,0
"app/setup-wizard/layout.tsx","tree",0,4,0
"app/setup-wizard/page.tsx","tree",0,7,0
"components/agent/agent-feedback-thumbs.tsx","seed",0,0,0
"components/agent-sidebar/agent-sidebar.tsx","seed",1,4,0
"components/agent-sidebar/chat-input.tsx","seed",1,0,0
"components/agent-sidebar/chat-message-list.tsx","seed",1,2,0
"components/agent-sidebar/show-work-panel.tsx","seed",1,0,0
"components/agent-sidebar/sidebar-toggle.tsx","seed",1,0,0
"components/agent-sidebar/use-agent-chat.ts","seed",1,1,0
"components/analytics/analytics-components.test.ts","seed",0,0,0
"components/analytics/churn-timeline.tsx","seed",0,3,0
"components/analytics/cohort-retention-chart.tsx","seed",0,3,0
"components/analytics/customer-search.tsx","seed",1,7,0
"components/analytics/date-range-picker.tsx","seed",3,4,0
"components/analytics/ErrorRateChart.tsx","seed",1,1,1
"components/analytics/export-button.tsx","seed",1,4,0
"components/analytics/license-metrics-cell-renderers.tsx","seed",1,1,0
"components/analytics/license-metrics-filter-bar.tsx","seed",1,2,0
"components/analytics/license-metrics-table-body.tsx","seed",1,4,1
"components/analytics/license-utilization.tsx","seed",1,4,1
"components/analytics/LicenseMetricsTable.tsx","seed",1,4,1
"components/analytics/ltv-calculator.tsx","seed",0,5,0
"components/analytics/metrics-cards.tsx","seed",1,3,0
"components/analytics/QuotaGauge.tsx","seed",2,0,0
"components/analytics/revenue-card.tsx","seed",1,4,1
"components/analytics/service-breakdown.tsx","seed",1,3,1
"components/analytics/tier-adoption-chart.tsx","seed",1,3,0
"components/analytics/tier-filter.tsx","seed",1,4,0
"components/analytics/usage-chart.tsx","seed",1,3,1
"components/analytics/UsageChart.tsx","seed",2,1,1
"components/audit/audit-check-row.tsx","seed",2,2,1
"components/audit/audit-history-table.tsx","seed",1,1,0
"components/audit/audit-runner-button.tsx","seed",1,3,1
"components/audit/audit-score-card.tsx","seed",2,1,0
"components/auth/signup-form.test.tsx","seed",0,1,0
"components/auth/signup-form.tsx","seed",2,1,0
"components/billing/dunning-status-banner.tsx","seed",2,3,0
"components/billing/overage-fee-display.tsx","seed",0,2,0
"components/billing/payment-status-badge.tsx","seed",0,2,0
"components/billing/quota-usage-gauge.tsx","seed",0,2,0
"components/billing/usage-summary-card.tsx","seed",1,4,0
"components/byok/byok-key-form.tsx","seed",1,0,0
"components/campaign/campaign-pipeline-timeline.tsx","seed",0,0,0
"components/checkout/payment-status-poller.tsx","seed",1,0,0
"components/cmd-k/cmd-k-action-types.ts","seed",2,0,0
"components/cmd-k/cmd-k-palette.tsx","seed",1,3,0
"components/cmd-k/use-cmd-k-actions.ts","seed",1,1,0
"components/dashboard/cross-sell-banner.tsx","seed",0,0,0
"components/dashboard/handover-onboarding-banner.tsx","seed",0,0,0
"components/dashboard/health-indicator.tsx","seed",2,1,0
"components/dashboard/mission-control-widget.tsx","seed",1,4,0
"components/dashboard/plan-upgrade-widget.tsx","seed",1,2,0
"components/dashboard/quota-usage-bar.tsx","seed",0,1,0
"components/dashboard/referral-share-widget.tsx","seed",1,2,0
"components/dev/mock-mode-indicator.tsx","seed",1,0,0
"components/discovery/dashboard.tsx","seed",0,3,0
"components/discovery/filter-panel.tsx","seed",1,1,0
"components/discovery/gem-badge.tsx","seed",1,1,0
"components/discovery/product-card.tsx","seed",1,2,0
"components/discovery/types.ts","seed",3,1,0
"components/guide/floating-help-button.tsx","seed",0,1,0
"components/guide/guide-accordion-faq.tsx","seed",1,1,0
"components/guide/guide-callout.tsx","seed",7,1,0
"components/guide/guide-code-block.tsx","seed",1,1,0
"components/guide/guide-command-card.tsx","seed",1,1,0
"components/guide/guide-content-renderer.tsx","seed",0,0,0
"components/guide/guide-feature-grid.tsx","seed",3,1,0
"components/guide/guide-step-card.tsx","seed",3,1,0
"components/guide/youtube-embed.tsx","seed",1,0,0
"components/license/license-alert-item.tsx","seed",2,2,0
"components/license/license-alert-panel.tsx","seed",0,5,0
"components/license/license-status-card.tsx","seed",0,7,0
"components/license/license-status-helpers.ts","seed",2,0,0
"components/license/license-status-info-grid.tsx","seed",1,0,0
"components/license/license-status-tier-section.tsx","seed",1,2,0
"components/license/license-status-usage-section.tsx","seed",1,2,0
"components/license/usage-meter-helpers.ts","seed",2,0,0
"components/license/usage-meter-meters-list.tsx","seed",1,4,0
"components/license/usage-meter-rate-limit-section.tsx","seed",1,0,0
"components/license/usage-meter.tsx","seed",0,5,0
"components/missions/agent-status-badge.tsx","seed",1,2,1
"components/missions/agent-team-panel.tsx","seed",1,3,1
"components/missions/mission-control-header.tsx","seed",1,4,0
"components/missions/task-feed.tsx","seed",1,4,0
"components/pricing/coupon-input.tsx","seed",1,1,1
"components/pricing/one-time-bundle-card.test.tsx","seed",0,1,0
"components/pricing/one-time-bundle-card.tsx","seed",2,3,0
"components/pricing/pricing-card.tsx","seed",1,2,0
"components/pricing/pricing-comparison-table.tsx","seed",1,1,0
"components/pricing/pricing-data.ts","seed",2,1,0
"components/pricing/pricing-faq.tsx","seed",1,0,0
"components/pricing/pricing-section.tsx","seed",1,4,0
"components/proposals/proposal-editor.tsx","seed",1,0,0
"components/proposals/proposal-generate-actions.tsx","seed",1,1,0
"components/proposals/proposal-generate-form.tsx","seed",2,0,0
"components/providers/error-reporter.tsx","seed",1,0,0
"components/providers/query-provider.tsx","seed",1,0,0
"components/providers/theme-provider.tsx","seed",1,0,0
"components/quota/quota-overage-events-list.tsx","seed",1,0,0
"components/quota/quota-usage-dashboard.tsx","seed",0,2,0
"components/quota/quota-warning-banner.tsx","seed",1,0,0
"components/raas/api-key-create-modal.tsx","seed",1,0,0
"components/raas/api-key-list.tsx","seed",1,2,0
"components/raas/mcu-balance-widget.tsx","seed",1,0,0
"components/raas/mission-dashboard.tsx","seed",1,2,0
"components/raas/mission-detail.tsx","seed",1,1,0
"components/raas/mission-launcher.tsx","seed",1,0,0
"components/settings/settings-form.tsx","seed",0,6,1
"components/setup-wizard/local-mode-step-ui.tsx","seed",1,0,0
"components/setup-wizard/local-mode-step.test.tsx","seed",0,1,0
"components/setup-wizard/local-mode-step.tsx","seed",2,2,0
"components/sop/category-badge.test.tsx","seed",0,2,1
"components/sop/category-badge.tsx","seed",7,1,1
"components/sop/installation-edit-tab.tsx","seed",1,3,0
"components/sop/installation-list-table.tsx","seed",1,3,1
"components/sop/installation-overview-tab.tsx","seed",1,2,1
"components/sop/installation-runs-tab.tsx","seed",1,2,1
"components/sop/installation-webhook-tab.tsx","seed",1,1,0
"components/sop/playbook-markdown-editor.tsx","seed",1,2,0
"components/sop/run-status-badge.test.tsx","seed",0,2,1
"components/sop/run-status-badge.tsx","seed",4,1,1
"components/sop/sop-card.tsx","seed",1,3,1
"components/sop/sop-config-form.test.tsx","seed",0,1,0
"components/sop/sop-config-form.tsx","seed",3,0,0
"components/sop/sop-filters.tsx","seed",1,1,1
"components/sop/sop-grid.tsx","seed",1,5,1
"components/sop/sop-install-modal.tsx","seed",2,6,2
"components/sop/sop-preview.tsx","seed",2,0,0
"components/sop/sop-run-timeline.tsx","seed",1,2,1
"components/ui/alert.tsx","seed",6,1,0
"components/ui/animated-counter-with-framer-motion.tsx","seed",0,0,0
"components/ui/badge.tsx","seed",30,1,0
"components/ui/button.tsx","seed",62,1,0
"components/ui/calendar.tsx","seed",1,2,0
"components/ui/card.tsx","seed",54,1,0
"components/ui/command.tsx","seed",2,2,0
"components/ui/container.tsx","seed",7,1,0
"components/ui/dialog.tsx","seed",5,1,0
"components/ui/dropdown-menu.tsx","seed",4,1,0
"components/ui/fade-in-view.tsx","seed",10,0,0
"components/ui/input.tsx","seed",10,1,0
"components/ui/label.tsx","seed",11,1,0
"components/ui/mobile-nav.tsx","seed",1,0,0
"components/ui/popover.tsx","seed",2,1,0
"components/ui/progress.tsx","seed",5,1,0
"components/ui/scroll-reveal.tsx","seed",4,0,0
"components/ui/section-heading.tsx","seed",6,1,0
"components/ui/select.tsx","seed",9,1,0
"components/ui/skeleton.tsx","seed",18,1,0
"components/ui/switch.tsx","seed",1,1,0
"components/ui/table.tsx","seed",7,1,0
"components/ui/tabs.tsx","seed",5,1,0
"components/ui/textarea.tsx","seed",2,1,0
"components/ui/tooltip.tsx","seed",3,1,0
"components/workflows/create-workflow-form.tsx","seed",1,1,0
"components/workflows/workflow-list.tsx","seed",1,1,0
"components/workflows/workflow-step-row.tsx","seed",2,1,0
"components/workflows/workflow-timeline.tsx","seed",1,2,0
"config/tiers/index.ts","seed",24,0,0
"config/tiers/tier-configs.ts","seed",0,3,1
"config/tiers/unified-limits.ts","seed",1,1,0
"config/tiers/video-quota-tiers.ts","seed",5,0,0
"hooks/analytics/index.ts","seed",1,0,0
"hooks/analytics/use-license-metrics.ts","seed",0,4,1
"hooks/analytics/use-revenue-metrics.ts","seed",0,4,1
"hooks/analytics/use-usage-metrics.ts","seed",0,4,1
"lib/admin/audit-log.ts","tree",11,2,0
"lib/admin/monitoring-queries.test.ts","tree",0,3,0
"lib/admin/monitoring-queries.ts","tree",4,2,0
"lib/admin/supabase-migrations-manifest.ts","tree",1,0,0
"lib/admin/synthetic-fulfillment-runner.test.ts","tree",0,4,1
"lib/admin/synthetic-fulfillment-runner.ts","tree",2,7,1
"lib/admin/trace-aggregator.ts","tree",5,0,0
"lib/affiliate-shortlink/click-logger.test.ts","AMBIGUOUS",0,3,0
"lib/affiliate-shortlink/click-logger.ts","AMBIGUOUS",3,3,0
"lib/affiliate-shortlink/ip-hash.test.ts","AMBIGUOUS",0,1,0
"lib/affiliate-shortlink/ip-hash.ts","AMBIGUOUS",2,0,0
"lib/affiliate-shortlink/short-code-generator.test.ts","AMBIGUOUS",0,1,0
"lib/affiliate-shortlink/short-code-generator.ts","AMBIGUOUS",5,0,0
"lib/affiliates/click-recorder.test.ts","land",0,2,0
"lib/affiliates/click-recorder.ts","land",4,2,0
"lib/affiliates/clickbank-postback-parser.ts","land",2,0,0
"lib/affiliates/clickbank-signature-verifier.test.ts","land",0,1,0
"lib/affiliates/clickbank-signature-verifier.ts","land",3,0,0
"lib/affiliates/cloak-attribution.test.ts","land",0,1,0
"lib/affiliates/commission-calculator.test.ts","land",0,1,0
"lib/affiliates/commission-calculator.ts","land",5,1,0
"lib/affiliates/conversion-attributor.test.ts","land",0,1,0
"lib/affiliates/conversion-attributor.ts","land",3,2,0
"lib/affiliates/offer-sync-cron.test.ts","land",0,1,0
"lib/affiliates/offer-sync-cron.ts","land",0,8,0
"lib/affiliates/provider-interface.ts","land",10,0,0
"lib/affiliates/trending-discovery.ts","land",1,6,0
"lib/agent-chat/llm-router.test.ts","AMBIGUOUS",0,2,0
"lib/agent-chat/llm-router.ts","AMBIGUOUS",2,2,0
"lib/agent-chat/stream-formatter.test.ts","AMBIGUOUS",0,2,0
"lib/agent-chat/stream-formatter.ts","AMBIGUOUS",2,1,0
"lib/agent-chat/system-prompt.ts","AMBIGUOUS",1,1,0
"lib/agent-chat/types.ts","seed",7,0,0
"lib/agents/agent-health-resolver.ts","forest",2,0,0
"lib/agents/enforcement-gate.test.ts","forest",0,1,0
"lib/agents/enforcement-gate.ts","forest",2,1,0
"lib/agents/prompt-variants.ts","forest",1,1,0
"lib/agents/prompts.ts","forest",1,0,0
"lib/agents/repository.test.ts","forest",0,1,0
"lib/agents/repository.ts","forest",4,2,0
"lib/agents/runner.test.ts","forest",0,0,0
"lib/agents/runner.ts","forest",1,8,0
"lib/agents/seed-default-team.ts","forest",1,3,0
"lib/agents/types.ts","forest",9,0,0
"lib/ai/anthropic-adapter.test.ts","forest",0,2,0
"lib/ai/anthropic-adapter.ts","forest",3,1,0
"lib/ai/anthropic-sse-parser.ts","forest",1,0,0
"lib/ai/elevenlabs-api-client.ts","forest",1,3,0
"lib/ai/index.ts","forest",0,0,0
"lib/ai/llm-router.test.ts","forest",0,1,0
"lib/ai/llm-router.ts","forest",4,0,0
"lib/ai/script-generator.test.ts","forest",0,3,0
"lib/ai/script-generator.ts","forest",4,7,0
"lib/ai/script-prompt-builders.ts","forest",1,0,0
"lib/ai/text-to-speech-generator-elevenlabs.ts","forest",1,6,0
"lib/ai/video-generator.ts","forest",2,3,0
"lib/alerts/alert-threshold-utils.ts","seed",1,0,0
"lib/alerts/quota-alert-service.ts","AMBIGUOUS",0,0,0
"lib/alerts/realtime-alert-mutations.ts","AMBIGUOUS",1,4,0
"lib/alerts/realtime-alert-queries.ts","AMBIGUOUS",0,4,0
"lib/alerts/realtime-alert-service.ts","AMBIGUOUS",4,0,0
"lib/alerts/realtime-alert-triggers.ts","AMBIGUOUS",0,6,0
"lib/alerts/realtime-alert-types.ts","seed",3,0,0
"lib/alerts/supabase-realtime-alert-service.ts","AMBIGUOUS",1,5,0
"lib/alerts/webhook-notification-service.ts","AMBIGUOUS",2,5,0
"lib/alerts/webhook-notification-signature.ts","AMBIGUOUS",1,1,0
"lib/alerts/webhook-notification-types.ts","seed",2,0,0
"lib/analytics/agent-performance-resolver.ts","forest",2,0,0
"lib/analytics/analytics-number-formatters.ts","forest",0,0,0
"lib/analytics/analytics-query-resolvers.ts","forest",1,6,0
"lib/analytics/analytics-timeseries-helpers.ts","forest",1,1,0
"lib/analytics/chart-export.ts","forest",0,2,0
"lib/analytics/churn-calculator.ts","forest",3,2,0
"lib/analytics/cohort-calculator.ts","forest",2,2,0
"lib/analytics/export.ts","forest",2,4,0
"lib/analytics/formatters.ts","forest",1,2,0
"lib/analytics/graphql-resolvers.ts","forest",1,1,0
"lib/analytics/ltv-calculator.ts","forest",2,6,0
"lib/analytics/queries.ts","forest",5,0,0
"lib/analytics/rbac.ts","forest",17,2,0
"lib/analytics/realtime-snapshot.ts","forest",2,3,0
"lib/analytics/roi-calculator.ts","forest",2,2,0
"lib/analytics/sse-broadcaster.ts","forest",2,1,0
"lib/analytics/types.ts","forest",23,1,0
"lib/api-keys/d1-store.ts","forest",4,2,0
"lib/audit/audit-hashing.ts","tree",3,0,0
"lib/audit/audit-logger.test.ts","tree",0,1,0
"lib/audit/audit-logger.ts","tree",7,0,0
"lib/audit/audit-query-logger-write.ts","tree",0,6,0
"lib/audit/audit-query-logger.test.ts","tree",0,2,0
"lib/audit/audit-query-logger.ts","tree",5,4,0
"lib/audit/audit-score-calculator.ts","tree",2,1,0
"lib/audit/compliance-receipt-signing.ts","tree",1,2,0
"lib/audit/compliance-receipt-types.ts","tree",1,0,0
"lib/audit/compliance-receipt.test.ts","tree",0,2,0
"lib/audit/compliance-receipt.ts","tree",11,2,0
"lib/audit/cron-report-runner-data-fetcher.ts","tree",1,5,0
"lib/audit/cron-report-runner-types.ts","tree",1,0,0
"lib/audit/cron-report-runner.ts","tree",0,7,0
"lib/audit/crypto-utils-signing.ts","tree",0,3,0
"lib/audit/crypto-utils.test.ts","tree",0,2,0
"lib/audit/crypto-utils.ts","tree",15,1,0
"lib/audit/gdpr-redaction-pii-detection.ts","tree",1,1,0
"lib/audit/gdpr-redaction.test.ts","tree",0,2,0
"lib/audit/gdpr-redaction.ts","tree",2,4,0
"lib/audit/index.ts","tree",0,0,0
"lib/audit/pdf-report-generator.test.ts","tree",0,1,0
"lib/audit/pdf-report-generator.ts","tree",3,5,0
"lib/audit/report-delivery.test.ts","tree",0,3,0
"lib/audit/report-delivery.ts","tree",3,6,0
"lib/audit/report-email-delivery.ts","tree",1,2,0
"lib/audit/report-formatters.ts","tree",1,2,0
"lib/audit/report-generator.ts","tree",0,2,0
"lib/audit/report-html-sections.ts","tree",1,1,0
"lib/audit/report-html-styles.ts","tree",1,0,0
"lib/audit/report-html-template.ts","tree",1,3,0
"lib/audit/report-scheduler-logic.ts","tree",0,1,0
"lib/audit/report-scheduler-types.ts","tree",2,1,0
"lib/audit/report-scheduler.test.ts","tree",0,3,0
"lib/audit/report-scheduler.ts","tree",8,6,0
"lib/audit/report-storage-delivery.ts","tree",1,3,0
"lib/audit/report-types.ts","tree",4,0,0
"lib/audit/right-to-erasure-legal-hold.ts","tree",1,4,0
"lib/audit/right-to-erasure.test.ts","tree",0,1,0
"lib/audit/right-to-erasure.ts","tree",1,6,0
"lib/audit/types.ts","tree",6,0,0
"lib/audit/usage-event-tracker.test.ts","tree",0,2,0
"lib/audit/usage-event-tracker.ts","tree",1,6,0
"lib/audit/violation-logger-read.ts","tree",0,4,0
"lib/audit/violation-logger-types.ts","tree",3,0,0
"lib/audit/violation-logger-write.ts","tree",0,5,0
"lib/audit/violation-logger.ts","tree",0,0,0
"lib/audit/zero-gap-runner.ts","tree",1,11,0
"lib/audit/zero-gap-types.ts","tree",18,0,0
"lib/auth/enforce-tier-quota.test.ts","seed",0,3,1
"lib/auth/enforce-tier-quota.ts","seed",3,2,1
"lib/auth/enriched-jwt-billing.ts","seed",1,4,0
"lib/auth/enriched-jwt-entitlements.ts","seed",1,2,0
"lib/auth/enriched-jwt-types.ts","seed",3,1,1
"lib/auth/enriched-jwt.test.ts","seed",0,1,0
"lib/auth/enriched-jwt.ts","seed",3,7,2
"lib/auth/get-tenant-context.test.ts","seed",0,1,0
"lib/auth/get-tenant-context.ts","seed",1,3,0
"lib/auth/is-user-admin.test.ts","seed",0,2,0
"lib/auth/is-user-admin.ts","seed",4,2,0
"lib/auth/jwt-claims-enrichment.test.ts","seed",0,1,0
"lib/auth/jwt-nonce-storage.ts","seed",1,3,0
"lib/auth/jwt-nonce-tracker.test.ts","seed",0,1,0
"lib/auth/jwt-nonce-tracker.ts","seed",2,4,0
"lib/auth/require-admin.test.ts","seed",0,2,0
"lib/auth/require-admin.ts","seed",60,2,0
"lib/auth/resolve-org-id.test.ts","seed",0,1,0
"lib/auth/resolve-org-id.ts","seed",9,0,0
"lib/auth/sign-cookie-value.ts","seed",4,0,0
"lib/billing/billing-types.ts","land",4,1,0
"lib/billing/dunning-workflow.ts","land",7,1,0
"lib/billing/ipn-payload-schema.ts","land",1,0,0
"lib/billing/nowpayments-ipn-db.ts","land",3,3,0
"lib/billing/nowpayments-ipn-dispatch.ts","land",2,5,0
"lib/billing/nowpayments-ipn-handlers.ts","land",7,4,0
"lib/billing/nowpayments-ipn-one-time.ts","land",3,11,0
"lib/billing/nowpayments-ipn-subscription.ts","land",5,12,0
"lib/billing/nowpayments-ipn-underpaid.ts","land",1,4,0
"lib/billing/reconciliation-types.ts","land",8,0,0
"lib/billing/resend-email-service.ts","land",0,0,0
"lib/billing/subscription-expiry.ts","land",1,1,0
"lib/billing/usage-aggregator-analysis.ts","land",0,3,0
"lib/billing/usage-aggregator-query.ts","land",1,7,0
"lib/billing/usage-aggregator-types.ts","land",3,1,0
"lib/billing/usage-aggregator.ts","land",1,0,0
"lib/billing/video-mcu-cost-config.ts","land",0,0,0
"lib/billing/video-production-cost-constants.ts","land",1,1,0
"lib/billing/video-production-cost-engine.test.ts","land",0,1,0
"lib/billing/video-production-cost-engine.ts","land",2,3,0
"lib/branding/org-branding-repo.ts","AMBIGUOUS",2,2,0
"lib/byok/byok-crypto.test.ts","tree",0,1,0
"lib/byok/byok-crypto.ts","tree",2,0,0
"lib/byok/local-mekongd-adapter.test.ts","tree",0,2,0
"lib/byok/local-mekongd-adapter.ts","tree",3,1,0
"lib/byok/provider-router.test.ts","tree",0,4,0
"lib/byok/provider-router.ts","tree",3,4,0
"lib/byok/resolve-user-api-key.test.ts","tree",0,2,0
"lib/byok/resolve-user-api-key.ts","tree",12,1,0
"lib/byok/user-api-key-store.test.ts","tree",0,2,0
"lib/byok/user-api-key-store.ts","tree",14,2,0
"lib/byok/with-timeout.test.ts","tree",0,3,2
"lib/byok/with-timeout.ts","tree",6,2,2
"lib/campaigns/create-campaign-core.ts","forest",3,2,0
"lib/campaigns/validation.ts","forest",3,0,0
"lib/checkout/checkout-validators.ts","land",1,1,0
"lib/clients/muapi-media-client.ts","tree",2,1,0
"lib/clients/nowpayments-client.ts","tree",12,3,0
"lib/clients/upstash-redis-client.ts","tree",1,0,0
"lib/config/environment-config.ts","seed",0,0,0
"lib/config/pricing-resolver.ts","seed",2,3,0
"lib/core/index.ts","seed",0,0,0
"lib/credentials/encryption.test.ts","tree",0,0,0
"lib/credentials/encryption.ts","tree",1,0,0
"lib/credentials/get-provider-key.test.ts","tree",0,1,0
"lib/credentials/get-provider-key.ts","tree",5,1,0
"lib/credentials/user-credentials-repo.test.ts","tree",0,1,0
"lib/credentials/user-credentials-repo.ts","tree",14,2,0
"lib/cron/run-tracker.test.ts","forest",0,1,0
"lib/cron/run-tracker.ts","forest",23,1,0
"lib/cron/sop-scheduler.ts","forest",1,3,0
"lib/crypto/encrypt-secret.test.ts","tree",0,1,0
"lib/crypto/encrypt-secret.ts","tree",9,0,0
"lib/crypto/password-hash.ts","tree",1,0,0
"lib/db/auth.ts","seed",1,2,0
"lib/db/client.ts","seed",355,2,0
"lib/db/d1-client-rpc.ts","seed",2,3,0
"lib/db/d1-query-builder.ts","seed",3,0,0
"lib/db/d1-query-chain-executors.ts","seed",1,3,0
"lib/db/d1-query-chain.ts","seed",5,2,0
"lib/db/d1-query-types.ts","seed",3,0,0
"lib/db/d1-query-utilities.ts","seed",1,0,0
"lib/db/get-user-credits.ts","seed",2,0,0
"lib/db/get-user-tier.ts","seed",36,2,0
"lib/db/insert-typed.ts","seed",6,1,0
"lib/db/types.ts","seed",5,0,0
"lib/db/with-tenant-scope.ts","seed",1,2,0
"lib/db/workflow-repository.test.ts","seed",0,1,0
"lib/db/workflow-repository.ts","seed",10,1,0
"lib/discovery/affiliate-ai-scorer.ts","forest",1,3,0
"lib/discovery/affiliate-openrouter-niche-enhancer.test.ts","forest",0,6,0
"lib/discovery/affiliate-openrouter-niche-enhancer.ts","forest",3,5,0
"lib/discovery/affiliate-scoring-primitives.ts","forest",2,1,0
"lib/email/email-templates.ts","forest",0,0,0
"lib/email/lifecycle-email-rules.ts","forest",2,1,0
"lib/email/onboarding-emails.ts","forest",2,3,0
"lib/email/render-email.ts","forest",3,4,0
"lib/email/sender.ts","forest",4,1,0
"lib/email/week-stats.ts","forest",1,1,0
"lib/feature-flags/index.test.ts","seed",0,0,0
"lib/feature-flags/index.ts","seed",2,0,0
"lib/fulfillment/circuit-breaker-comms.ts","forest",0,4,1
"lib/fulfillment/circuit-breaker.test.ts","forest",0,1,0
"lib/fulfillment/circuit-breaker.ts","forest",6,2,0
"lib/fulfillment/compensation.ts","forest",4,3,0
"lib/fulfillment/complete-video-from-webhook.ts","forest",2,11,2
"lib/fulfillment/one-time-fulfillment.ts","forest",5,9,1
"lib/fulfillment/retry-backoff.ts","forest",3,0,0
"lib/gateway/checkpoint-supabase-persistence.ts","tree",1,2,0
"lib/gateway/gateway-types.ts","tree",11,0,0
"lib/gateway/index.ts","tree",0,0,0
